1.000000238418579102e+00,1.507531702518463135e-01,1.549910753965377808e-01,1.998178511857986450e-01,2.058431804180145264e-01,2.548917829990386963e-01,6.359021663665771484e-01,2.457323372364044189e-01,2.025829553604125977e-01,2.022426128387451172e-01,2.210809737443923950e-01,2.099681198596954346e-01,2.008280754089355469e-01,2.021300196647644043e-01,2.470506131649017334e-01,5.910127237439155579e-02,1.647540926933288574e-01,1.950684338808059692e-01,1.902857273817062378e-01,2.463276684284210205e-01,1.889410018920898438e-01,1.957341134548187256e-01,1.482620984315872192e-01,1.450880318880081177e-01,1.989199966192245483e-01,2.150121331214904785e-01,1.835626065731048584e-01,1.191304102540016174e-01,1.447880119085311890e-01,2.194057703018188477e-01
1.507531702518463135e-01,1.000000238418579102e+00,8.130457401275634766e-01,9.090690612792968750e-01,8.136754035949707031e-01,8.894532322883605957e-01,3.736985027790069580e-01,8.693557977676391602e-01,9.027980566024780273e-01,6.991332173347473145e-01,8.951207399368286133e-01,8.987818956375122070e-01,8.882095813751220703e-01,8.968623876571655273e-01,5.917431116104125977e-01,8.068398386240005493e-02,7.409819364547729492e-01,8.195868730545043945e-01,8.230009078979492188e-01,7.498782277107238770e-01,7.203924059867858887e-01,5.363637804985046387e-01,7.990928888320922852e-01,7.932395935058593750e-01,8.008602857589721680e-01,8.116908073425292969e-01,8.650887012481689453e-01,8.283394575119018555e-01,8.248090744018554688e-01,7.229351401329040527e-01
1.549910753965377808e-01,8.130457401275634766e-01,1.000000238418579102e+00,8.097011446952819824e-01,8.129872083663940430e-01,8.494873046875000000e-01,3.906579017639160156e-01,8.733458518981933594e-01,8.787598609924316406e-01,7.092975378036499023e-01,8.584419488906860352e-01,8.719123601913452148e-01,8.844799995422363281e-01,8.684198856353759766e-01,5.776393413543701172e-01,9.620419144630432129e-02,6.791844367980957031e-01,7.806732654571533203e-01,8.247354030609130859e-01,7.675330638885498047e-01,7.073038220405578613e-01,5.660725235939025879e-01,8.049684762954711914e-01,7.178375720977783203e-01,8.111656904220581055e-01,8.027170300483703613e-01,8.152877092361450195e-01,8.139978647232055664e-01,7.577122449874877930e-01,7.295676469802856445e-01
1.998178511857986450e-01,9.090690612792968750e-01,8.097011446952819824e-01,9.999997615814208984e-01,8.229812383651733398e-01,8.992984294891357422e-01,4.194240570068359375e-01,8.806165456771850586e-01,9.016674757003784180e-01,7.334970235824584961e-01,9.005733728408813477e-01,9.084235429763793945e-01,9.000992774963378906e-01,9.113255739212036133e-01,6.063693761825561523e-01,7.458397746086120605e-02,7.221160531044006348e-01,8.024230003356933594e-01,8.550279140472412109e-01,7.794751524925231934e-01,7.942059040069580078e-01,5.223975181579589844e-01,8.396825194358825684e-01,7.805159687995910645e-01,8.179987072944641113e-01,8.446358442306518555e-01,8.701100349426269531e-01,8.356131315231323242e-01,8.157152533531188965e-01,7.130023241043090820e-01
2.058431804180145264e-01,8.136754035949707031e-01,8.129872083663940430e-01,8.229812383651733398e-01,1.000000119209289551e+00,8.863468170166015625e-01,4.192278981208801270e-01,8.809376358985900879e-01,8.949767351150512695e-01,7.409502267837524414e-01,8.880590200424194336e-01,8.964599370956420898e-01,8.855543136596679688e-01,8.827133774757385254e-01,8.218255043029785156e-01,1.586218476295471191e-01,7.133671045303344727e-01,7.769833207130432129e-01,8.519474267959594727e-01,7.704564332962036133e-01,7.068829536437988281e-01,6.006835699081420898e-01,8.014365434646606445e-01,7.556582093238830566e-01,7.919734716415405273e-01,8.246777653694152832e-01,8.544387817382812500e-01,8.282277584075927734e-01,7.975534200668334961e-01,7.212499380111694336e-01
2.548917829990386963e-01,8.894532322883605957e-01,8.494873046875000000e-01,8.992984294891357422e-01,8.863468170166015625e-01,1.000000357627868652e+00,4.647501111030578613e-01,9.506676793098449707e-01,9.707148075103759766e-01,7.654807567596435547e-01,9.859902858734130859e-01,9.854040145874023438e-01,9.647912979125976562e-01,9.683353900909423828e-01,6.538930535316467285e-01,9.277568757534027100e-02,8.258007764816284180e-01,8.929310441017150879e-01,8.925354480743408203e-01,8.359305858612060547e-01,7.381011247634887695e-01,6.156694293022155762e-01,8.845088481903076172e-01,8.809368014335632324e-01,8.876200318336486816e-01,8.739288449287414551e-01,9.493210315704345703e-01,8.729642629623413086e-01,8.913491964340209961e-01,7.820894718170166016e-01
6.359021663665771484e-01,3.736985027790069580e-01,3.906579017639160156e-01,4.194240570068359375e-01,4.192278981208801270e-01,4.647501111030578613e-01,1.000000119209289551e+00,5.118529200553894043e-01,4.205769300460815430e-01,5.676755905151367188e-01,4.276815056800842285e-01,4.375881254673004150e-01,4.287008047103881836e-01,4.229714572429656982e-01,4.053021073341369629e-01,1.223445534706115723e-01,3.371715545654296875e-01,3.887171447277069092e-01,5.242164134979248047e-01,3.503356873989105225e-01,4.060612916946411133e-01,3.402146100997924805e-01,3.534570932388305664e-01,3.044208884239196777e-01,4.951762557029724121e-01,4.172799885272979736e-01,3.889069557189941406e-01,3.565239012241363525e-01,3.556750714778900146e-01,4.063364863395690918e-01
2.457323372364044189e-01,8.693557977676391602e-01,8.733458518981933594e-01,8.806165456771850586e-01,8.809376358985900879e-01,9.506676793098449707e-01,5.118529200553894043e-01,1.000000357627868652e+00,9.456461071968078613e-01,7.687315344810485840e-01,9.473637342453002930e-01,9.503048062324523926e-01,9.511376023292541504e-01,9.474059343338012695e-01,6.772435903549194336e-01,1.335763335227966309e-01,7.861368656158447266e-01,8.656449317932128906e-01,8.916872739791870117e-01,8.114770650863647461e-01,7.435488700866699219e-01,6.484163999557495117e-01,8.499966859817504883e-01,8.054378032684326172e-01,8.759531974792480469e-01,8.716006278991699219e-01,8.947296738624572754e-01,8.612415194511413574e-01,8.383375406265258789e-01,7.765004038810729980e-01
2.025829553604125977e-01,9.027980566024780273e-01,8.787598609924316406e-01,9.016674757003784180e-01,8.949767351150512695e-01,9.707148075103759766e-01,4.205769300460815430e-01,9.456461071968078613e-01,1.000000000000000000e+00,7.649579048156738281e-01,9.750472307205200195e-01,9.787853956222534180e-01,9.685333967208862305e-01,9.685902595520019531e-01,6.615990400314331055e-01,8.648963272571563721e-02,8.013511300086975098e-01,8.900215625762939453e-01,8.961466550827026367e-01,8.556426763534545898e-01,7.665212154388427734e-01,6.055690646171569824e-01,8.803698420524597168e-01,8.503319025039672852e-01,8.618884086608886719e-01,8.781055212020874023e-01,9.451329112052917480e-01,9.155935049057006836e-01,8.748303651809692383e-01,7.827351093292236328e-01
2.022426128387451172e-01,6.991332173347473145e-01,7.092975378036499023e-01,7.334970235824584961e-01,7.409502267837524414e-01,7.654807567596435547e-01,5.676755905151367188e-01,7.687315344810485840e-01,7.649579048156738281e-01,1.000000119209289551e+00,7.604912519454956055e-01,7.803533077239990234e-01,7.574317455291748047e-01,7.763034105300903320e-01,5.457352399826049805e-01,1.368795335292816162e-01,5.513355731964111328e-01,6.620197892189025879e-01,8.443851470947265625e-01,6.339219808578491211e-01,6.450415849685668945e-01,4.648816585540771484e-01,7.071841955184936523e-01,6.370751857757568359e-01,8.166505098342895508e-01,7.758483290672302246e-01,7.341245412826538086e-01,7.013907432556152344e-01,6.964901089668273926e-01,6.114928722381591797e-01
